Age,Occupation,Marital_status,Education_level,Savings_amount,Own_car,Own_house,Monthly_income,Dead_or_Alive
65,unemployed,married,secondary,2,no,no,450,Dead
61,unemployed,divorced,tertiary,6,yes,no,133,Dead
41,labourer,married,primary,0,no,no,168,Dead
24,management,married,unknown,448,no,no,324,Dead
77,unemployed,divorced,tertiary,4659,no,no,161,Dead
62,labourer,married,tertiary,1528,no,no,496,Dead
30,unemployed,married,tertiary,330,no,no,111,Dead
29,management,single,secondary,731,no,no,107,Dead
29,unemployed,single,secondary,25,no,no,207,Dead
65,management,married,secondary,587,no,no,223,Dead
43,labourer,married,primary,2557,yes,no,165,Dead
70,unemployed,divorced,primary,275,no,no,82,Dead
32,labourer,married,secondary,1129,yes,no,903,Dead
46,labourer,married,secondary,2149,yes,no,282,Dead
33,management,married,secondary,855,no,no,110,Dead
57,labourer,married,primary,491,yes,no,1217,Dead
62,labourer,married,secondary,180,no,no,389,Dead
32,labourer,single,secondary,133,no,no,171,Dead
39,labourer,single,secondary,649,yes,no,668,Dead
76,labourer,divorced,primary,1411,no,no,170,Dead
36,management,single,secondary,11174,yes,no,953,Dead
27,labourer,single,secondary,439,yes,no,1038,Dead
38,management,single,tertiary,6158,yes,no,139,Dead
56,labourer,married,primary,3498,no,no,264,Dead
51,unemployed,married,tertiary,1801,no,no,838,Dead
39,management,married,tertiary,937,no,no,144,Dead
35,management,divorced,tertiary,26,no,no,78,Dead
32,labourer,married,secondary,-53,yes,no,648,Dead
51,labourer,married,unknown,2337,yes,no,251,Dead
37,labourer,married,secondary,1762,no,no,334,Dead
52,businessman,single,tertiary,3469,yes,no,583,Dead
35,labourer,married,secondary,545,yes,no,1579,Dead
47,management,married,secondary,3480,no,no,443,Dead
31,labourer,married,secondary,183,no,no,495,Dead
49,labourer,married,secondary,2416,yes,no,1366,Dead
30,management,single,tertiary,424,no,no,298,Dead
35,labourer,single,secondary,0,yes,no,1174,Dead
44,management,married,primary,294,no,no,165,Dead
42,labourer,married,secondary,1598,yes,yes,1463,Dead
29,management,single,tertiary,268,no,no,667,Dead
42,labourer,divorced,secondary,214,no,no,127,Dead
43,management,married,tertiary,240,yes,no,453,Dead
36,labourer,single,secondary,2511,yes,no,700,Dead
36,labourer,married,tertiary,4596,yes,no,901,Dead
32,labourer,married,secondary,1273,yes,no,1365,Dead
54,labourer,married,secondary,3994,no,yes,299,Dead
50,management,married,tertiary,469,no,no,161,Dead
32,labourer,single,tertiary,932,yes,no,944,Dead
28,labourer,single,tertiary,844,no,no,551,Dead
40,labourer,divorced,primary,471,yes,no,1156,Dead
34,management,single,secondary,63,yes,no,678,Dead
52,unemployed,divorced,primary,-779,yes,yes,709,Dead
35,labourer,married,secondary,293,yes,no,1017,Dead
32,management,divorced,tertiary,294,yes,no,1095,Dead
60,management,married,tertiary,13546,no,no,452,Dead
34,labourer,married,primary,329,yes,no,952,Dead
30,management,single,secondary,69,yes,no,997,Dead
39,unemployed,married,tertiary,-3058,yes,yes,882,Dead
40,labourer,single,secondary,224,yes,no,875,Dead
38,management,married,tertiary,165,yes,no,526,Dead
35,management,single,tertiary,397,yes,no,594,Dead
37,labourer,married,primary,3154,yes,no,404,Dead
29,labourer,married,secondary,1180,yes,no,367,Dead
36,labourer,single,secondary,-487,yes,no,1080,Dead
34,management,married,secondary,879,yes,no,712,Dead
33,labourer,married,secondary,806,no,no,108,Dead
29,labourer,single,secondary,674,no,no,170,Dead
33,management,married,tertiary,0,yes,no,378,Dead
41,unemployed,married,secondary,323,yes,no,949,Dead
74,unemployed,married,secondary,921,no,no,394,Dead
53,labourer,married,secondary,5303,yes,no,320,Dead
38,management,married,secondary,0,yes,yes,547,Dead
41,labourer,married,secondary,4004,no,no,314,Dead
52,labourer,married,secondary,386,no,no,438,Dead
40,labourer,married,primary,284,yes,no,1332,Dead
32,businessman,married,secondary,-242,yes,no,1202,Dead
28,labourer,married,secondary,1086,yes,no,1112,Dead
28,management,single,secondary,2840,no,no,227,Dead
35,management,married,tertiary,43,yes,no,860,Dead
46,management,married,primary,3229,yes,no,1550,Dead
50,unemployed,married,primary,341,yes,yes,670,Dead
44,labourer,single,secondary,0,no,no,133,Dead
29,labourer,divorced,secondary,-19,yes,no,712,Dead
61,unemployed,married,secondary,243,no,no,194,Dead
70,unemployed,married,secondary,2575,no,no,216,Dead
44,labourer,married,secondary,105,yes,no,586,Dead
59,management,married,tertiary,0,yes,yes,392,Dead
45,labourer,married,primary,-443,yes,yes,691,Dead
39,labourer,married,tertiary,1524,no,no,567,Dead
36,labourer,married,primary,1925,yes,no,904,Dead
78,unemployed,married,primary,240,no,no,325,Dead
28,labourer,single,tertiary,387,yes,no,205,Dead
50,unemployed,divorced,tertiary,13,yes,no,76,Dead
73,unemployed,divorced,tertiary,3203,no,no,148,Dead
34,management,married,tertiary,606,no,no,97,Dead
28,labourer,single,secondary,0,no,no,185,Dead
42,management,divorced,secondary,527,no,yes,112,Dead
54,unemployed,divorced,secondary,309,no,no,241,Dead
27,labourer,married,secondary,4333,no,no,163,Dead
73,unemployed,married,primary,253,no,no,345,Dead
33,management,single,tertiary,6807,no,no,163,Dead
51,businessman,married,tertiary,83,no,no,267,Dead
32,management,single,tertiary,819,yes,no,114,Dead
33,labourer,married,secondary,1968,yes,no,1817,Dead
26,labourer,single,secondary,136,no,no,120,Dead
32,labourer,single,secondary,1995,yes,no,121,Dead
41,labourer,divorced,primary,285,yes,no,1272,Dead
39,labourer,married,unknown,621,yes,no,1333,Dead
24,labourer,single,secondary,597,yes,no,943,Dead
37,labourer,divorced,secondary,0,yes,no,146,Dead
35,management,single,tertiary,1750,yes,no,333,Dead
26,labourer,single,tertiary,10086,no,no,110,Dead
29,labourer,single,secondary,3466,no,no,274,Dead
63,unemployed,married,unknown,2193,no,no,1348,Dead
95,unemployed,divorced,primary,2282,no,no,207,Dead
65,unemployed,married,tertiary,1973,no,no,396,Dead
59,labourer,married,secondary,10925,no,no,100,Dead
35,management,single,tertiary,704,no,no,164,Dead
74,unemployed,married,secondary,9480,no,no,211,Dead
56,unemployed,married,primary,3391,no,no,243,Dead
26,labourer,single,tertiary,1134,no,no,464,Dead
30,labourer,single,unknown,6281,no,no,149,Dead
29,unemployed,married,secondary,123,no,yes,158,Dead
78,unemployed,married,primary,8556,no,no,137,Dead
45,unemployed,divorced,unknown,0,no,no,278,Dead
29,labourer,single,secondary,2,yes,yes,379,Dead
39,management,married,tertiary,1108,no,no,204,Dead
45,management,married,tertiary,212,no,no,65,Dead
45,labourer,married,tertiary,5110,no,no,341,Dead
36,labourer,single,secondary,17,no,no,621,Dead
41,unemployed,single,unknown,942,no,no,219,Dead
38,labourer,married,secondary,0,yes,no,315,Dead
33,management,married,tertiary,882,no,no,104,Dead
30,labourer,married,tertiary,81,no,no,145,Dead
65,unemployed,married,primary,276,no,no,229,Dead
75,unemployed,married,tertiary,2991,no,no,240,Dead
65,management,divorced,tertiary,90,yes,no,416,Dead
53,management,married,tertiary,3754,no,no,307,Dead
40,management,married,primary,395,yes,no,232,Dead
31,management,single,tertiary,676,yes,no,124,Dead
25,labourer,single,secondary,8,no,no,107,Dead
37,labourer,married,secondary,0,yes,no,1288,Dead
32,management,single,tertiary,2069,no,no,545,Dead
45,management,married,tertiary,506,no,no,229,Dead
35,management,married,tertiary,8,no,no,93,Dead
74,unemployed,married,primary,670,no,no,266,Dead
37,management,married,tertiary,0,yes,no,242,Dead
59,labourer,married,primary,1939,no,no,172,Dead
76,management,married,unknown,1780,yes,no,413,Dead
25,labourer,single,secondary,0,no,no,163,Dead
27,labourer,single,secondary,955,no,no,206,Dead
39,management,married,secondary,732,no,no,522,Dead
24,labourer,single,unknown,2022,no,no,159,Dead
28,labourer,single,tertiary,4099,no,no,116,Dead
51,management,married,tertiary,4917,no,no,113,Dead
66,unemployed,married,primary,2883,no,no,158,Dead
28,unemployed,single,primary,1374,no,no,203,Dead
30,management,single,tertiary,398,no,no,235,Dead
58,labourer,married,secondary,3027,yes,no,160,Dead
32,management,single,tertiary,2974,yes,no,227,Dead
31,labourer,single,tertiary,1081,no,no,202,Dead
71,labourer,married,tertiary,383,no,no,388,Dead
37,management,married,tertiary,3913,yes,no,124,Dead
56,management,divorced,tertiary,3287,no,no,497,Dead
65,unemployed,married,primary,3629,no,no,148,Dead
72,unemployed,married,tertiary,132,no,no,444,Dead
51,management,single,secondary,726,yes,no,89,Dead
35,labourer,married,secondary,149,yes,no,507,Dead
34,labourer,married,secondary,640,yes,no,636,Dead
29,management,married,secondary,7707,yes,no,961,Dead
30,labourer,single,tertiary,53,no,no,375,Dead
39,labourer,single,secondary,15,yes,no,510,Dead
45,management,married,tertiary,242,no,no,587,Dead
28,management,single,secondary,377,no,no,571,Dead
52,unemployed,married,secondary,94,no,no,244,Dead
59,unemployed,married,primary,363,no,no,400,Dead
38,labourer,married,secondary,1970,yes,no,701,Dead
47,labourer,married,secondary,1167,yes,no,968,Dead
52,management,married,tertiary,193,no,no,381,Dead
38,management,married,tertiary,0,yes,no,571,Dead
29,labourer,single,secondary,78,no,no,239,Dead
36,unemployed,single,tertiary,1291,no,no,195,Dead
58,unemployed,married,tertiary,1425,no,no,224,Dead
31,labourer,married,tertiary,3382,no,no,739,Dead
59,unemployed,divorced,secondary,5583,yes,no,720,Dead
47,labourer,married,secondary,1230,yes,no,412,Dead
36,management,married,secondary,96,no,no,208,Dead
21,labourer,single,secondary,224,no,no,871,Dead
23,labourer,single,secondary,0,no,no,297,Dead
47,labourer,married,secondary,1730,yes,no,231,Dead
29,management,single,tertiary,697,no,no,365,Dead
25,management,single,tertiary,943,no,no,512,Dead
37,labourer,married,secondary,1458,no,no,281,Dead
33,management,married,secondary,95,yes,no,335,Dead
59,labourer,married,secondary,2308,no,no,815,Dead
58,management,divorced,tertiary,5701,no,no,354,Dead
44,labourer,married,unknown,1529,yes,no,347,Dead
48,labourer,married,secondary,292,no,no,271,Dead
34,unemployed,married,primary,7468,yes,yes,383,Dead
42,labourer,married,unknown,1559,no,no,368,Dead
54,management,divorced,secondary,1693,no,no,1277,Dead
42,labourer,married,tertiary,757,no,no,354,Dead
42,labourer,married,primary,201,yes,no,841,Dead
44,unemployed,divorced,tertiary,1070,yes,no,381,Dead
37,labourer,married,secondary,1330,no,no,390,Dead
29,labourer,single,secondary,314,no,no,465,Dead
47,unemployed,married,unknown,677,no,no,900,Dead
24,management,single,tertiary,2845,no,no,779,Dead
34,management,single,secondary,-32,no,yes,246,Dead
30,management,single,tertiary,398,no,no,554,Dead
46,labourer,married,secondary,0,no,no,200,Dead
34,labourer,married,secondary,1337,no,no,442,Dead
59,unemployed,married,secondary,493,no,no,237,Dead
35,management,single,tertiary,1750,yes,no,687,Dead
33,labourer,married,tertiary,4401,no,no,439,Dead
35,management,married,tertiary,193,yes,no,565,Dead
37,management,married,tertiary,5106,no,no,244,Dead
35,management,single,tertiary,994,no,no,400,Dead
38,labourer,single,tertiary,1101,no,no,800,Dead
33,labourer,single,unknown,129,yes,yes,482,Dead
42,management,married,tertiary,6060,yes,no,316,Dead
33,management,married,tertiary,55,no,no,526,Dead
53,management,married,tertiary,1624,no,no,284,Dead
53,labourer,married,secondary,341,no,no,423,Dead
31,management,single,tertiary,2016,no,no,209,Dead
26,management,single,secondary,255,no,no,457,Dead
30,labourer,single,secondary,4684,yes,no,268,Dead
24,management,single,secondary,1052,no,no,354,Dead
28,management,single,tertiary,1808,no,no,309,Dead
26,unemployed,single,tertiary,3511,no,no,439,Dead
35,labourer,married,secondary,518,yes,no,616,Dead
28,labourer,single,secondary,227,no,no,278,Dead
30,management,single,secondary,270,no,no,437,Dead
32,management,married,tertiary,4733,no,no,532,Dead
52,unemployed,married,tertiary,6657,no,no,917,Dead
38,management,married,tertiary,613,no,no,242,Dead
34,unemployed,single,tertiary,5462,no,no,430,Dead
29,labourer,single,secondary,674,no,no,483,Dead
30,management,single,tertiary,364,no,no,306,Dead
31,labourer,single,secondary,181,no,no,325,Dead
24,labourer,single,primary,474,no,no,551,Dead
25,management,single,tertiary,219,no,no,458,Dead
47,management,single,tertiary,86,no,no,387,Dead
33,labourer,single,unknown,1170,no,no,352,Dead
34,management,single,tertiary,18,yes,yes,359,Dead
36,labourer,single,tertiary,197,no,no,260,Dead
50,management,married,tertiary,938,no,no,780,Dead
34,management,single,tertiary,1228,no,no,580,Dead
54,labourer,divorced,secondary,2156,yes,no,258,Dead
47,labourer,married,tertiary,2408,no,no,376,Dead
31,management,married,secondary,35,no,no,615,Dead
36,management,married,tertiary,393,yes,no,555,Dead
35,labourer,married,unknown,618,no,no,951,Dead
25,labourer,single,secondary,1608,no,no,664,Dead
46,management,married,tertiary,699,no,no,970,Dead
49,businessman,single,secondary,5802,no,no,618,Dead
47,labourer,married,primary,2749,yes,no,774,Dead
35,management,single,tertiary,1162,no,no,175,Dead
30,labourer,married,secondary,776,no,no,861,Dead
31,management,single,tertiary,1619,no,no,327,Dead
55,management,married,secondary,139,no,no,241,Dead
25,management,single,secondary,2816,no,no,327,Dead
26,labourer,single,secondary,507,no,no,380,Dead
85,unemployed,married,primary,98,no,no,416,Dead
29,management,single,tertiary,2753,no,no,645,Dead
39,management,married,tertiary,0,no,no,342,Dead
33,labourer,single,secondary,498,no,no,301,Dead
33,labourer,single,tertiary,700,no,no,169,Dead
58,management,married,tertiary,4152,yes,no,750,Dead
61,unemployed,divorced,secondary,927,no,no,427,Dead
50,management,single,secondary,2252,no,no,652,Dead
54,labourer,married,secondary,0,no,no,766,Dead
33,labourer,married,tertiary,0,no,no,227,Dead
36,management,single,secondary,728,no,no,230,Dead
31,management,single,tertiary,354,no,no,502,Dead
24,labourer,single,secondary,382,no,no,567,Dead
29,management,single,tertiary,36252,yes,no,501,Dead
40,management,married,tertiary,158,no,no,712,Dead
29,labourer,single,secondary,734,yes,yes,259,Dead
30,management,single,tertiary,305,no,no,633,Dead
45,labourer,married,secondary,10252,no,no,675,Dead
37,management,single,tertiary,3141,no,no,384,Dead
28,unemployed,single,primary,236,no,no,193,Dead
33,management,single,tertiary,5437,no,no,267,Dead
33,labourer,married,secondary,133,no,no,218,Dead
45,labourer,married,secondary,640,yes,no,447,Dead
25,labourer,single,tertiary,253,no,no,597,Dead
41,labourer,married,secondary,5060,no,no,963,Dead
38,labourer,divorced,secondary,902,yes,no,301,Dead
47,labourer,married,secondary,335,no,no,417,Dead
49,management,married,tertiary,1,no,no,1076,Dead
42,management,single,secondary,1451,yes,no,251,Dead
33,labourer,single,tertiary,1636,yes,no,592,Dead
36,management,married,tertiary,3221,no,no,322,Dead
60,labourer,married,secondary,316,no,no,545,Dead
33,labourer,married,secondary,2044,yes,no,532,Dead
33,labourer,married,secondary,557,no,no,367,Dead
33,labourer,single,secondary,489,yes,no,297,Dead
32,labourer,single,tertiary,1138,no,no,214,Dead
36,unemployed,married,secondary,188,yes,yes,1046,Dead
45,labourer,married,secondary,1998,no,no,237,Dead
35,management,married,tertiary,520,yes,no,458,Dead
38,management,divorced,tertiary,6368,yes,no,922,Dead
30,unemployed,married,tertiary,2666,no,no,781,Dead
31,labourer,married,secondary,4182,yes,no,347,Dead
32,unemployed,divorced,tertiary,3271,no,no,949,Dead
44,unemployed,married,unknown,163,yes,no,364,Dead
39,management,single,tertiary,1515,yes,no,815,Dead
45,labourer,married,primary,803,yes,no,742,Dead
32,labourer,single,secondary,400,no,no,268,Dead
39,management,single,tertiary,2454,yes,no,716,Dead
30,management,single,tertiary,533,no,no,365,Dead
63,management,married,unknown,2352,no,no,475,Dead
56,unemployed,married,primary,9367,no,no,617,Dead
26,labourer,single,secondary,237,yes,no,1091,Dead
37,labourer,single,unknown,444,no,no,1063,Dead
29,management,single,tertiary,9407,no,no,267,Dead
24,labourer,single,secondary,387,no,no,340,Dead
35,businessman,married,secondary,2971,no,no,429,Dead
43,labourer,married,tertiary,2643,no,no,331,Dead
39,labourer,married,secondary,261,no,no,841,Dead
59,unemployed,divorced,secondary,514,no,no,673,Dead
50,labourer,married,primary,5872,yes,no,762,Dead
44,labourer,divorced,secondary,-368,yes,no,895,Dead
35,labourer,single,secondary,188,yes,no,863,Dead
30,labourer,married,secondary,61,yes,no,525,Dead
58,management,married,secondary,2160,yes,yes,1090,Dead
37,management,married,tertiary,658,yes,no,838,Dead
39,management,married,tertiary,0,yes,no,811,Dead
31,labourer,single,secondary,196,yes,no,568,Dead
33,unemployed,single,tertiary,94,yes,no,955,Dead
41,management,married,tertiary,326,yes,no,788,Dead
44,labourer,married,secondary,-395,yes,no,894,Dead
46,labourer,married,unknown,9328,yes,no,725,Dead
30,labourer,single,secondary,-522,yes,yes,670,Dead
35,management,married,secondary,1286,yes,no,862,Dead
27,management,married,secondary,710,yes,yes,653,Dead
39,labourer,divorced,tertiary,3,no,no,488,Dead
32,unemployed,single,tertiary,0,yes,no,767,Dead
37,labourer,divorced,secondary,141,yes,no,848,Dead
31,labourer,single,secondary,53,yes,yes,530,Dead
30,management,divorced,tertiary,415,yes,yes,984,Dead
34,businessman,married,tertiary,0,yes,no,611,Dead
31,labourer,single,secondary,1979,yes,yes,1205,Dead
27,management,married,secondary,0,yes,no,837,Dead
36,management,single,tertiary,7506,yes,no,839,Dead
32,management,married,secondary,752,yes,no,519,Dead
49,management,married,secondary,99,yes,no,687,Dead
29,management,single,secondary,266,yes,no,540,Dead
29,management,single,secondary,27,yes,no,754,Dead
28,labourer,single,secondary,524,yes,no,554,Dead
60,management,married,tertiary,5990,yes,no,396,Dead
33,management,married,secondary,3935,yes,no,765,Dead
35,management,married,tertiary,991,yes,no,1489,Dead
31,management,single,tertiary,59,yes,yes,1347,Dead
40,management,married,tertiary,1598,yes,yes,1074,Dead
29,management,married,tertiary,0,yes,no,667,Dead
35,management,married,tertiary,802,yes,no,686,Dead
32,management,married,tertiary,2465,yes,yes,923,Dead
26,management,single,tertiary,114,yes,no,457,Dead
42,labourer,married,primary,1461,yes,no,757,Dead
33,management,single,tertiary,475,yes,no,1046,Dead
36,management,single,tertiary,4,yes,no,855,Dead
35,management,single,tertiary,1618,yes,yes,542,Dead
30,labourer,single,secondary,-271,yes,no,609,Dead
59,management,single,secondary,2166,yes,yes,574,Dead
44,labourer,married,primary,4031,yes,no,983,Dead
50,labourer,married,primary,5024,yes,yes,661,Dead
51,labourer,married,secondary,-1944,yes,no,623,Dead
51,management,married,secondary,3025,no,no,476,Dead
60,labourer,married,unknown,2090,yes,no,957,Dead
29,labourer,single,tertiary,0,yes,no,347,Dead
43,management,married,tertiary,1429,yes,no,1030,Dead
31,management,single,secondary,0,yes,no,895,Dead
26,labourer,single,secondary,311,yes,no,798,Dead
23,labourer,married,tertiary,66,yes,no,1391,Dead
49,labourer,single,primary,2146,yes,no,1516,Dead
42,unemployed,married,secondary,356,yes,no,787,Dead
39,labourer,married,secondary,62,yes,no,877,Dead
45,management,married,secondary,-106,yes,yes,553,Dead
45,labourer,divorced,secondary,608,yes,yes,1135,Dead
39,labourer,divorced,secondary,291,yes,no,882,Dead
45,labourer,divorced,secondary,-184,yes,no,878,Dead
39,management,single,secondary,2345,yes,no,491,Dead
23,labourer,single,secondary,4,yes,no,763,Dead
57,management,married,secondary,6005,yes,no,704,Dead
32,labourer,married,secondary,333,yes,no,501,Dead
29,management,single,tertiary,3041,yes,no,606,Dead
42,management,married,tertiary,4,yes,no,579,Dead
47,labourer,divorced,primary,603,yes,yes,1080,Dead
36,management,married,tertiary,0,yes,no,308,Dead
57,management,married,tertiary,830,yes,yes,662,Dead
36,labourer,single,tertiary,962,yes,no,568,Dead
53,labourer,single,tertiary,185,yes,no,1448,Dead
56,labourer,divorced,primary,-9,yes,yes,728,Dead
33,management,divorced,tertiary,891,no,no,398,Dead
59,unemployed,married,tertiary,148,yes,yes,685,Dead
47,unemployed,married,primary,1374,no,yes,479,Dead
42,management,married,tertiary,-556,yes,yes,682,Dead
38,unemployed,single,tertiary,1612,yes,no,423,Dead
40,unemployed,married,secondary,0,yes,no,657,Dead
41,management,single,secondary,-109,yes,yes,1038,Dead
43,management,divorced,tertiary,580,yes,no,1514,Dead
24,labourer,married,secondary,4500,yes,no,733,Dead
40,labourer,married,secondary,-192,yes,no,666,Dead
40,labourer,married,secondary,-438,no,no,1017,Dead
34,labourer,single,secondary,-701,yes,no,610,Dead
36,management,single,tertiary,1400,yes,no,608,Dead
38,labourer,married,secondary,5293,yes,no,475,Dead
39,labourer,married,secondary,785,yes,no,1232,Dead
25,labourer,single,primary,373,yes,no,819,Dead
39,management,married,tertiary,763,yes,no,877,Dead
41,labourer,married,secondary,1236,yes,no,911,Dead
36,management,divorced,secondary,-811,yes,no,365,Dead
34,businessman,married,primary,7279,yes,no,882,Dead
34,management,divorced,secondary,479,yes,no,515,Dead
38,labourer,single,primary,199,yes,no,1203,Dead
40,labourer,married,secondary,1808,yes,no,560,Dead
31,management,married,secondary,2,yes,yes,703,Dead
37,labourer,married,primary,-106,yes,yes,690,Dead
58,businessman,married,secondary,670,yes,no,1272,Dead
48,labourer,divorced,secondary,-361,yes,no,1062,Dead
35,labourer,married,primary,159,yes,yes,826,Dead
34,management,single,secondary,151,yes,no,590,Dead
51,labourer,married,secondary,518,yes,no,918,Dead
39,management,single,tertiary,5073,yes,no,1182,Dead
39,management,married,secondary,607,yes,no,454,Dead
36,labourer,divorced,primary,-308,yes,no,725,Dead
47,labourer,married,secondary,367,yes,no,309,Dead
35,labourer,single,secondary,855,yes,no,549,Dead
33,labourer,married,secondary,1240,yes,no,844,Dead
47,management,married,secondary,663,yes,yes,409,Dead
38,labourer,single,secondary,895,yes,no,1531,Dead
46,labourer,married,primary,804,yes,no,1063,Dead
42,labourer,married,primary,-407,yes,yes,829,Dead
47,labourer,married,secondary,802,yes,yes,289,Dead
37,management,single,primary,912,yes,no,637,Dead
31,management,single,tertiary,355,yes,no,609,Dead
46,labourer,married,secondary,3,yes,yes,614,Dead
36,labourer,single,secondary,0,yes,no,398,Dead
40,labourer,married,secondary,1836,yes,no,750,Dead
39,management,married,tertiary,1425,yes,no,775,Dead
45,unemployed,divorced,tertiary,963,yes,no,528,Dead
59,management,married,secondary,145,yes,no,556,Dead
34,labourer,married,secondary,634,no,yes,737,Dead
40,labourer,married,unknown,87,yes,no,477,Dead
50,labourer,married,primary,-522,yes,no,863,Dead
36,labourer,married,primary,319,yes,no,774,Dead
35,management,single,secondary,0,yes,no,1073,Dead
36,labourer,single,secondary,478,yes,no,610,Dead
35,labourer,single,primary,-276,yes,no,850,Dead
47,labourer,married,primary,4227,yes,no,659,Dead
47,labourer,single,primary,2785,yes,no,570,Dead
38,labourer,married,primary,1401,no,no,516,Dead
33,management,single,tertiary,0,yes,no,585,Dead
38,labourer,married,primary,1852,yes,no,606,Dead
39,labourer,married,secondary,462,yes,no,590,Dead
43,labourer,single,primary,800,yes,no,902,Dead
33,labourer,married,secondary,221,yes,no,669,Dead
34,labourer,married,secondary,1089,yes,no,394,Dead
28,management,divorced,secondary,451,yes,no,302,Dead
34,labourer,married,secondary,496,yes,no,333,Dead
42,labourer,single,secondary,1080,yes,yes,951,Dead
33,management,married,tertiary,1064,yes,no,562,Dead
39,management,married,tertiary,297,yes,no,734,Dead
32,management,single,tertiary,3,yes,no,568,Dead
34,management,single,tertiary,76,yes,no,747,Dead
32,labourer,single,primary,398,yes,no,716,Dead
48,management,divorced,secondary,83,yes,no,1101,Dead
31,management,married,secondary,879,yes,no,394,Dead
33,labourer,married,secondary,210,yes,no,1207,Dead
48,labourer,divorced,secondary,-276,yes,yes,674,Dead
33,labourer,single,primary,863,yes,no,622,Dead
30,labourer,single,tertiary,228,yes,no,314,Dead
35,management,single,tertiary,1396,yes,no,809,Dead
51,labourer,divorced,primary,-19,yes,no,829,Dead
38,labourer,single,secondary,2253,yes,no,937,Dead
39,labourer,single,primary,0,yes,yes,1975,Dead
27,labourer,single,primary,265,yes,no,1119,Dead
50,labourer,divorced,secondary,-54,yes,yes,698,Dead
34,management,single,tertiary,3821,yes,no,649,Dead
38,labourer,divorced,primary,0,yes,no,531,Dead
29,labourer,divorced,secondary,-7,yes,no,1279,Dead
40,labourer,married,primary,830,yes,no,873,Dead
32,labourer,single,tertiary,0,yes,yes,440,Dead
38,labourer,married,primary,4406,yes,no,689,Dead
36,management,divorced,secondary,437,yes,no,722,Dead
28,labourer,single,primary,54,yes,no,533,Dead
49,labourer,married,secondary,-454,yes,no,558,Dead
26,labourer,single,secondary,1006,yes,no,667,Dead
44,management,divorced,secondary,2999,yes,no,717,Dead
49,management,married,tertiary,85,yes,no,590,Dead
31,unemployed,single,tertiary,17924,yes,no,745,Dead
55,labourer,divorced,primary,8180,no,no,854,Dead
32,management,married,tertiary,2431,yes,no,646,Dead
35,labourer,married,secondary,341,yes,no,345,Dead
35,labourer,single,secondary,4963,yes,no,456,Dead
31,management,married,secondary,8781,yes,no,680,Dead
28,management,divorced,secondary,-504,yes,yes,578,Dead
39,management,married,tertiary,1738,yes,no,633,Dead
48,labourer,married,primary,214,yes,yes,307,Dead
32,management,married,secondary,684,yes,no,607,Dead
41,labourer,married,secondary,580,yes,no,874,Dead
34,management,married,tertiary,273,yes,no,492,Dead
32,labourer,single,secondary,811,yes,no,563,Dead
34,management,married,primary,0,yes,yes,1020,Dead
36,unemployed,divorced,tertiary,1354,yes,no,1723,Dead
29,management,divorced,secondary,-254,yes,no,406,Dead
54,management,divorced,tertiary,-449,yes,no,691,Dead
29,labourer,married,secondary,7863,yes,no,1129,Dead
35,labourer,divorced,secondary,336,yes,no,191,Dead
36,labourer,married,secondary,1049,yes,no,224,Dead
37,labourer,married,secondary,6089,yes,no,616,Dead
37,management,divorced,tertiary,-42,yes,no,668,Dead
31,labourer,single,secondary,953,yes,no,479,Dead
33,management,single,secondary,315,yes,yes,888,Dead
59,unemployed,divorced,secondary,5845,no,no,1060,Dead
30,labourer,married,secondary,378,yes,no,566,Dead
53,labourer,divorced,secondary,765,yes,no,959,Dead
26,labourer,married,secondary,5795,yes,no,1094,Dead
30,management,single,secondary,315,yes,no,884,Dead
35,management,single,tertiary,916,yes,no,460,Dead
34,management,married,secondary,124,yes,no,604,Dead
33,labourer,married,secondary,207,yes,no,629,Dead
59,unemployed,married,tertiary,422,yes,no,647,Dead
36,labourer,single,secondary,125,yes,no,676,Dead
34,labourer,single,secondary,2,yes,no,153,Dead
39,labourer,single,secondary,7066,yes,no,667,Dead
42,labourer,married,secondary,146,yes,yes,670,Dead
60,unemployed,divorced,secondary,496,yes,no,655,Dead
56,labourer,single,secondary,-40,yes,no,311,Dead
30,labourer,single,secondary,140,yes,no,760,Dead
26,labourer,married,secondary,77,yes,no,619,Dead
35,labourer,married,primary,22,yes,no,1190,Dead
22,labourer,single,secondary,-51,yes,no,859,Dead
26,labourer,single,secondary,26,yes,yes,899,Dead
28,management,single,secondary,154,yes,no,536,Dead
35,management,divorced,secondary,534,no,no,669,Dead
35,labourer,married,tertiary,1265,yes,no,326,Dead
55,labourer,married,tertiary,-466,yes,no,901,Dead
32,labourer,married,secondary,38,yes,no,744,Dead
28,management,single,secondary,703,yes,no,485,Dead
31,management,married,secondary,685,yes,no,552,Dead
23,labourer,single,secondary,780,yes,no,416,Dead
26,labourer,single,tertiary,-67,yes,no,637,Dead
46,labourer,married,primary,1085,yes,yes,523,Dead
34,labourer,married,secondary,29,yes,no,285,Dead
60,management,single,tertiary,560,no,no,730,Dead
28,labourer,single,tertiary,22,yes,no,536,Dead
29,labourer,married,secondary,6567,yes,no,792,Dead
39,businessman,married,secondary,2139,yes,no,576,Dead
54,unemployed,married,secondary,582,yes,no,693,Dead
34,labourer,single,secondary,194,yes,yes,1015,Dead
27,labourer,single,secondary,353,yes,no,663,Dead
28,labourer,single,secondary,341,yes,no,437,Dead
